School_code,AgeID,ICSEA_value,Level_of_schooling,Town_suburb,Electorate,School_name,Street,Postcode,Phone,School_Email,Website,Fax,latest_year_enrolment_FTE,Indigenous_pct,LBOTE_pct,Selective_school,Opportunity_class,School_specialty_type,School_subtype,Support_classes,Preschool_ind,Distance_education,Intensive_english_centre,School_gender,Late_opening_school,Date_1st_teacher,LGA,Fed_electorate,Operational_directorate,Principal_network,Operational_directorate_office,Operational_directorate_office_phone,Operational_directorate_office_address,FACS_district,Local_health_district,AECG_region,ASGS_remoteness,Latitude,Longitude,Assets unit,SA4,Healthy canteen,Date_extracted
8433,48659,1060,Secondary School,Woolooware ,Cronulla,Woolooware High School,Woolooware Rd North,2230,9523 6752,woolooware-h.school@det.nsw.edu.au,http://www.woolooware-h.schools.nsw.edu.au,9527 3412,888,1,20,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1968,Sutherland Shire (A),Cook,Metropolitan South and West,Port Hacking,,,,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-34.039811,151.145595,Sydney,Sydney - Sutherland,N,6/10/2022
8435,47634,1125,Secondary School,South Turramurra,Ku-ring-gai,Turramurra High School,Maxwell St,2074,9449 4233,turramurra-h.school@det.nsw.edu.au,https://turramurra-h.schools.nsw.gov.au/,9983 9332,1147.2,np,39,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1968,Ku-ring-gai (A),Bradfield,Metropolitan North,Gordon,MacPark,9886 7000,"Level 2, 75 Talavera Rd, Macquarie Park 2113","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.757307,151.114786,Northern Sydney,Sydney - North Sydney and Hornsby,N,6/10/2022
8436,48144,893,Secondary School,Guildford,Auburn,Granville South Creative and Performing Arts High School,53 Rowley Road,2161,9892 2654,granvilles-h.school@det.nsw.edu.au,https://granvilles-h.schools.nsw.gov.au,9892 2764,656,2,92,Not Selective,N,Performing Arts,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1966,Cumberland (A),Blaxland,Metropolitan South,Auburn,Strathfield,9582 6300,"65 Albert St, Strathfield 2135",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan South West,Major Cities of Australia,-33.860626,150.997598,South Western Sydney,Sydney - Parramatta,N,6/10/2022
8437,48663,1079,Secondary School,Kirrawee ,Cronulla,Kirrawee High School,21-29 Hunter St,2232,9521 2099,kirrawee-h.school@det.nsw.edu.au,https://kirraweehigh.school/,9545 1547,1156.8,2,15,Not Selective,N,Language,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1966,Sutherland Shire (A),Hughes,Metropolitan South and West,Sutherland,,,,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-34.04348,151.073475,Sydney,Sydney - Sutherland,N,6/10/2022
8438,47762,1106,Secondary School,Pennant Hills ,Hornsby,Pennant Hills High School,Laurence St,2120,9473 5000,pennanthil-h.school@det.nsw.edu.au,https://pennanthil-h.schools.nsw.gov.au,9473 5099,1073.2,1,30,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1966,Hornsby (A),Berowra,Metropolitan North,Hornsby,MacPark,9886 7000,"Level 2, 75 Talavera Rd, Macquarie Park 2113","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.733692,151.061087,Northern Sydney,Sydney - Ryde,N,6/10/2022
8439,46421,911,Secondary School,Beresfield ,Maitland,Francis Greenway High School,Lawson Ave,2322,4964 1282,francisgre-h.school@det.nsw.edu.au,https://francisgre-h.schools.nsw.gov.au,4964 1147,723.8,18,5,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1966,Maitland (C),Paterson,Regional North and West,Hunter,,,,Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.79698,151.66077,Hunter/Central Coast,Newcastle and Lake Macquarie,N,6/10/2022
8440,48961,1037,Secondary School,Warners Bay ,Charlestown,Warners Bay High School,1 Myles Ave,2282,4954 9488,warnersbay-h.school@det.nsw.edu.au,https://warnersbay-h.schools.nsw.gov.au,4956 5297,1333.9,3,6,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1966,Lake Macquarie (C),Shortland,Regional North,Lake Macquarie North,Adamstown,4904 3900,"Cnr Brunker and Glebe Rd, Adamstown 2289",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.967703,151.653691,Hunter/Central Coast,Newcastle and Lake Macquarie,N,6/10/2022
8442,50655,917,Secondary School,Gundagai,Cootamundra,Gundagai High School,157 Hanley St,2722,6944 1233,gundagai-h.school@det.nsw.edu.au,https://gundagai-h.schools.nsw.gov.au,6944 2180,193,15,np,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1967,Cootamundra-Gundagai Regional (A),Riverina,Rural South and West,Gundagai,Wagga Wagga,02 6937 3800,"Level 4, 76 Morgan St, Wagga Wagga 2650","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Inner Regional Australia,-35.057144,148.099421,Southern NSW,Riverina,N,6/10/2022
8443,46353,908,Secondary School,St Marys,Londonderry,Colyton High School,37-53 Carpenter St,2760,9623 2789,colyton-h.school@det.nsw.edu.au,https://colyton-h.schools.nsw.gov.au/,9833 1165,849.6,11,40,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1967,Penrith (C),Lindsay,Metropolitan South and West,Eastern Creek,,,,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.777602,150.797336,Western Sydney,Sydney - Outer West and Blue Mountains,N,6/10/2022
8444,46343,851,Secondary School,ORANGE,Orange,Canobolas Rural Technology High School,142 Icely Road,2800,(02) 6362 1677,canobolas-h.school@det.nsw.edu.au,https://canobolas-h.schools.nsw.gov.au,(02) 6362 4481,690,40,5,Not Selective,N,Rural Technology,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1967,Orange (C),Calare,Rural South and West,Orange,Orange,02 6392 8400,"Level 1, 60-62 McNamara Lane, Orange 2800","Murrumbidgee, Far West & Western NSW",Western NSW,Western 1,Inner Regional Australia,-33.291759,149.121741,North Western NSW,Central West,N,6/10/2022
8446,50843,1039,Secondary School,Springwood,Blue Mountains,Springwood High School,111 Grose Road,2777,4751 2111,springwood-h.school@det.nsw.edu.au,https://springwood-h.schools.nsw.gov.au,4751 1677,682.2,5,11,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1967,Blue Mountains (C),Macquarie,Regional North,Blue Mountains,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.685057,150.550608,Western Sydney,Sydney - Outer West and Blue Mountains,N,6/10/2022
8447,47751,1113,Secondary School,Carlingford ,Epping,Carlingford High School,North Rocks Rd,2118,9871 4222,carlingfor-h.school@det.nsw.edu.au,https://carlingfor-h.schools.nsw.gov.au,9873 1145,1422.6,np,81,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1968,Parramatta (C),Bennelong,Metropolitan North,Carlingford,MacPark,9886 7000,"Level 2, 75 Talavera Rd, Macquarie Park 2113","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.765412,151.050764,Northern Sydney,Sydney - Parramatta,N,6/10/2022
8448,46500,958,Secondary School,Bomaderry ,Kiama,Bomaderry High School,Cambewarra Rd,2541,4421 0699,bomaderry-h.school@det.nsw.edu.au,https://bomaderry-h.schools.nsw.gov.au/,4423 2732,694,16,6,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1968,Shoalhaven (C),Gilmore,Regional South,Shoalhaven,Warilla,4267 6100,"30 Oldfield St, Warilla 2528",Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Inner Regional Australia,-34.844038,150.602725,Southern NSW,Southern Highlands and Shoalhaven,N,6/10/2022
8449,50012,1003,Secondary School,Figtree ,Keira,Figtree High School,Gibsons Rd,2525,4271 2787,figtree-h.school@det.nsw.edu.au,https://figtree-h.schools.nsw.gov.au,4271 6626,937.5,4,27,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1969,Wollongong (C),Cunningham,Regional South,Lake Illawarra North,Warilla,4267 6100,"30 Oldfield St, Warilla 2528",Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.438352,150.855197,Southern NSW,Illawarra,N,6/10/2022
8450,46379,942,Secondary School,Tumbarumba ,Albury,Tumbarumba High School,101 Tooma Road,2653,6948 2500,tumbarumba-h.school@det.nsw.edu.au,https://tumbarumba-h.schools.nsw.gov.au,6948 2611,160,16,6,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1968,Snowy Valleys (A),Eden-Monaro,Rural South and West,Albury,Albury,02 6051 4300,"521 Macauley St, Albury 2640","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Outer Regional Australia,-35.783098,148.018245,Southern NSW,Riverina,N,6/10/2022
8451,46458,776,Secondary School,Coonamble ,Barwon,Coonamble High School,Aberford St,2829,6822 1522,coonamble-h.school@det.nsw.edu.au,https://coonamble-h.schools.nsw.gov.au,6822 2313,202,73,np,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,Y,1/1/1968,Coonamble (A),Parkes,Connected Communities,Connected Communities Team 1,,,,"Murrumbidgee, Far West & Western NSW",Western NSW,North Western 1,Remote Australia,-30.955763,148.391351,North Western NSW,Far West and Orana,N,6/10/2022
8452,46388,956,Secondary School,CROOKWELL,Goulburn,Crookwell High School,Crown Street,2583,4832 1421,crookwell-h.school@det.nsw.edu.au,https://crookwell-h.schools.nsw.gov.au,4832 1966,231,8,np,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1968,Upper Lachlan Shire (A),Hume,Regional South,Yass,,,,Illawarra Shoalhaven & Southern NSW,Southern NSW,Upper South Coast,Inner Regional Australia,-34.452754,149.466967,Southern NSW,Capital Region,N,6/10/2022
8453,49671,957,Secondary School,Dorrigo ,Oxley,Dorrigo High School,Waterfall Way,2453,6657 2001,dorrigo-h.school@det.nsw.edu.au,https://dorrigo-h.schools.nsw.gov.au,6657 2281,107.8,7,11,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1968,Bellingen (A),Cowper,Regional North and West,Mid Coast Valleys,,,,Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Outer Regional Australia,-30.339222,152.705492,North Coast,Coffs Harbour - Grafton,N,6/10/2022
8454,47719,1077,Secondary School,Avalon ,Pittwater,Barrenjoey High School,Coonanga Road,2107,9918 8811,barrenjoey-h.school@det.nsw.edu.au,https://barrenjoey-h.schools.nsw.gov.au,9973 1682,847.5,np,12,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1968,Northern Beaches (A),Mackellar,Metropolitan North,Pittwater,Dee Why,9982 0500,"72 Fisher Rd, Dee Why 2099","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.63117,151.333926,Northern Sydney,Sydney - Northern Beaches,N,6/10/2022
8455,49349,949,Secondary School,NORTH TAMWORTH,Tamworth,Oxley High School,Piper St,2340,6766 1677,oxley-h.school@det.nsw.edu.au,https://oxley-h.schools.nsw.gov.au,6766 3937,1024.8,20,5,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1968,Tamworth Regional (A),New England,Rural North,Peel,Tamworth,6755 5000,"Level 3, Noel Park House, 155-157 Marius St, Tamworth 2340",Hunter New England & Central Coast,Hunter New England,North Western 2,Inner Regional Australia,-31.077903,150.939078,North Western NSW,New England and North West,N,6/10/2022
3632,48156,910,Primary School,FAIRFIELD,Fairfield,Fairfield Heights Public School,Station St,2165,9724 2254,fairfieldh-p.school@det.nsw.edu.au,https://fairfieldh-p.schools.nsw.gov.au,9727 9027,812,2,93,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,9/1/1952,Fairfield (C),McMahon,Metropolitan South and West,Fairfield,,,,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.866094,150.940272,South Western Sydney,Sydney - South West,N,6/10/2022
8457,47629,1153,Secondary School,Killara ,Davidson,Killara High School,Koola Ave,2071,9498 3299,killara-h.school@det.nsw.edu.au,https://killara-h.schools.nsw.gov.au,9498 2202,1605.4,0,56,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1970,Ku-ring-gai (A),Bradfield,Metropolitan North,The Forest,Dee Why,9982 0500,"72 Fisher Rd, Dee Why 2099","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.756575,151.174102,Northern Sydney,Sydney - North Sydney and Hornsby,N,6/10/2022
8458,50698,944,Secondary School,Kingswood ,Penrith,Kingswood High School,Bringelly Rd,2747,4736 1201,kingswood-h.school@det.nsw.edu.au,https://kingswood-h.schools.nsw.gov.au,4736 6011,921,12,26,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1969,Penrith (C),Lindsay,Metropolitan South and West,Penrith,,,,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.770416,150.715263,Western Sydney,Sydney - Outer West and Blue Mountains,N,6/10/2022
8459,6356,867,Secondary School,Mount Druitt ,Mount Druitt,Chifley College Mount Druitt Campus,Stuart St,2770,9625 9750,mtdruitt-h.school@det.nsw.edu.au,https://mtdruitt-h.schools.nsw.gov.au,9832 1463,570,21,46,Not Selective,N,Junior College,Year 7 to Year 10,,N,N,N,Coed,N,1/1/1969,Blacktown (C),Chifley,Metropolitan North,Mount Druitt,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.744657,150.812884,Western Sydney,Sydney - Blacktown,N,6/10/2022
8460,46382,917,Secondary School,Green Valley ,Liverpool,James Busby High School,Brolga Cresc,2168,9607 7766,jamesbusby-h.school@det.nsw.edu.au,https://jamesbusby-h.schools.nsw.gov.au,9607 2277,640,6,79,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1970,Liverpool (C),Werriwa,Metropolitan South and West,Liverpool,,,,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.908964,150.874039,South Western Sydney,Sydney - South West,N,6/10/2022
8461,50671,963,Secondary School,Barham ,Murray,Barham High School,Gonn St,2732,03 5453 2322,barham-h.school@det.nsw.edu.au,https://barham-h.schools.nsw.gov.au,03 5453 3259,148,5,4,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,Y,1/1/1969,Murray River (A),Farrer,Rural South and West,Deniliquin,Deniliquin,03 5898 3700,"Harfleur St, Deniliquin 2710","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 2,Outer Regional Australia,-35.623,144.132055,Southern NSW,Murray,N,6/10/2022
8462,51032,785,Secondary School,NARROMINE,Dubbo,Narromine High School,13 Merilba Street,2821,6889 1499,narromine-h.school@det.nsw.edu.au,https://narromine-h.schools.nsw.gov.au,6889 1553,227.8,63,5,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1969,Narromine (A),Parkes,Regional North and West,Wambuul-Macquarie,,,,"Murrumbidgee, Far West & Western NSW",Western NSW,Western 1,Outer Regional Australia,-32.229655,148.242585,North Western NSW,Far West and Orana,N,6/10/2022
8463,48639,1031,Secondary School,Sylvania,Miranda,Sylvania High School,17-23 Bellingara Road,2224,9522 9951,sylvania-h.school@det.nsw.edu.au,https://sylvaniahigh.nsw.edu.au/,9544 7246,708.8,2,54,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1970,Sutherland Shire (A),Cook,Metropolitan South and West,Sutherland,,,,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-34.017367,151.103529,Sydney,Sydney - Sutherland,N,6/10/2022
8464,47852,1203,Secondary School,Baulkham Hills ,Baulkham Hills,Baulkham Hills High School,Windsor Rd,2153,9639 8699,baulkham-h.school@det.nsw.edu.au,https://baulkham-h.schools.nsw.gov.au,9639 4999,1240.9,np,95,Fully Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1971,The Hills Shire (A),Mitchell,Metropolitan North,The Hills,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.750227,150.991499,Western Sydney,Sydney - Baulkham Hills and Hawkesbury,N,6/10/2022
8465,48727,971,Secondary School,Shelly Beach,The Entrance,Tuggerah Lakes Secondary College The Entrance Campus,The Entrance Rd,2261,4332 2944,thentrance-h.school@det.nsw.edu.au,https://thentrance-h.schools.nsw.gov.au,4332 3543,762.8,10,8,Not Selective,N,Senior College,Year 11 to Year 12,,N,N,N,Coed,N,1/1/1970,Central Coast (C),Dobell,Regional North,Tuggerah Lakes,Tuggerah,4348 9100,"14 Pioneer Ave, Tuggerah 2259",Hunter New England & Central Coast,Central Coast,Central Coast,Major Cities of Australia,-33.371256,151.476613,Hunter/Central Coast,Central Coast,N,6/10/2022
8466,46344,937,Secondary School,Glendale ,Wallsend,Glendale Technology High School,2A Oaklands St,2285,4954 9166,glendale-h.school@det.nsw.edu.au,https://glendale-h.schools.nsw.gov.au,4956 6879,767.7,15,5,Not Selective,N,Technology,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1970,Lake Macquarie (C),Hunter,Regional North,Lake Macquarie North,Adamstown,4904 3900,"Cnr Brunker and Glebe Rd, Adamstown 2289",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.925928,151.642938,Hunter/Central Coast,Newcastle and Lake Macquarie,N,6/10/2022
8467,48680,1015,Secondary School,Gosford ,Gosford,Henry Kendall High School,Faunce St,2250,4325 7754,henrykenda-h.school@det.nsw.edu.au,https://henrykenda-h.schools.nsw.gov.au,4323 2685,808.8,6,22,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1970,Central Coast (C),Robertson,Regional North,Mooney Mooney,,,,Hunter New England & Central Coast,Central Coast,Central Coast,Major Cities of Australia,-33.420757,151.334496,Hunter/Central Coast,Central Coast,N,6/10/2022
8468,50263,969,Secondary School,Goulburn ,Goulburn,Mulwaree High School,40 McDermott Drive,2580,4821 4499,mulwaree-h.school@det.nsw.edu.au,https://mulwaree-h.schools.nsw.gov.au,4822 1432,895.3,9,6,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1971,Goulburn Mulwaree (A),Hume,Regional South,Goulburn,Campbelltown,4633 2700,"Cnr Lindesay & Lithgow Streets, Campelltown 2560",Illawarra Shoalhaven & Southern NSW,Southern NSW,Upper South Coast,Inner Regional Australia,-34.728245,149.730169,Southern NSW,Capital Region,N,6/10/2022
8469,49662,896,Secondary School,Coffs Harbour ,Coffs Harbour,Orara High School,Joyce St,2450,6652 1077,orara-h.school@det.nsw.edu.au,https://orara-h.schools.nsw.gov.au,6651 3842,664.6,25,15,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1971,Coffs Harbour (C),Cowper,Regional North and West,Coffs Harbour,,,,Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Inner Regional Australia,-30.282811,153.112879,North Coast,Coffs Harbour - Grafton,N,6/10/2022
8471,6405,770,Secondary School,Moree East,Northern Tablelands,Moree Secondary College Carol Ave Campus,Carol Ave,2400,67506500,msccarolav-h.school@det.nsw.edu.au,https://mscalberts-h.schools.nsw.gov.au,6752 5447,230,59,6,Not Selective,N,Junior College,Year 7 to Year 9,,N,N,N,Coed,Y,1/1/1972,Moree Plains (A),Parkes,Connected Communities,Connected Communities Team 1,,,,Hunter New England & Central Coast,Hunter New England,North Western 1,Outer Regional Australia,-29.482075,149.840761,North Western NSW,New England and North West,N,6/10/2022
8472,49518,954,Secondary School,DUNGOG,Upper Hunter,Dungog High School,126 Eloiza Street,2420,4992 3022,dungog-h.school@det.nsw.edu.au,https://dungog-h.schools.nsw.gov.au,4992 3125,597.5,14,2,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1971,Dungog (A),Lyne,Regional North and West,Hunter,,,,Hunter New England & Central Coast,Hunter New England,Hunter,Inner Regional Australia,-32.396819,151.750417,Hunter/Central Coast,Hunter Valley exc Newcastle,N,6/10/2022
8473,46360,905,Secondary School,MOUNT DRUITT,Mount Druitt,Chifley College Senior Campus,67 North Parade,2770,9625 9920,chifcolsnr-h.school@det.nsw.edu.au,https://chifcolsnr-h.schools.nsw.gov.au,9832 2413,448,23,49,Not Selective,N,Senior College,Year 11 to Year 12,,N,N,N,Coed,N,1/1/1972,Blacktown (C),Chifley,Metropolitan North,Mount Druitt,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.769305,150.829855,Western Sydney,Sydney - Blacktown,N,6/10/2022
